strain,stress
0.0001092612497949,-0.1304364945973533
-0.0002670203005851,0.24527939989439
2.2376145498142225e-05,1.5959922038065275
-3.329321421076178e-05,2.0350744191099515
0.0001107075923433,2.7163500513930203
0.0003006307997257,2.8367767967970168
0.0006405212107068,2.86139498216094
0.0001129101415998,3.373268231820076
-2.8423192890994432e-05,3.0853584155624745
0.0003114217279817,4.148296096658555
0.0003334907761142,5.220690689046677
0.0001900831965303,6.262895412234725
0.0004294646359234,7.296291438559025
0.0005741403915074,8.987039244412928
0.0003979789331469,7.330280032024475
0.0004359875666946,8.889786233184246
0.0004398308282954,11.191307314319277
0.0004869162672177,9.074813936737732
0.000716311050867,8.519726596123057
0.0006078394002031,10.136806215550756
0.0005756096457436,11.722239971473348
0.0007745721911177,12.682656504337675
0.0005545466537666,12.071070301883276
0.0007924313351321,12.835990486301798
0.0007822872198092,12.277718993038391
0.0008074999558651,13.411709213309992
0.0009714913927479,14.88549298253135
0.0008407315597255,14.55340001024081
0.0007942065402304,13.044516532726409
0.0009632521472392,15.634129450729024
0.0009398916732017,16.569096617623675
0.0010976101561265,15.60363690261996
0.0009814692847577,18.456199935163696
0.0010393649239709,16.847803923321827
0.0010663221500431,18.653888580340084
0.0011524364036255,17.586254310769252
0.0014388369555729,19.951284153549786
0.0010889184007145,19.43202429966251
0.0013754676269985,21.27522794152281
0.0020658722751979,22.20584128681616
0.0007868075393796,22.09402780608642
0.0013255298794863,21.92044126371772
0.0015449747851824,22.03610763045464
0.001258103483253,21.79387565507441
0.0015154894603714,23.217223149767825
0.0013327525374284,24.827507334547608
0.0014913722448479,24.50852127138357
0.0014746004441684,23.4173931241774
0.0014747287508671,23.79723162076614
0.0016240528603272,23.262931703005663
0.001503016061414,24.35798066579771
0.0016745943290867,23.405329244270728
0.0017231723732404,24.14726485424058
0.0013793485826247,23.98077797562991
0.0020254740488346,25.15592430851227
0.0020532665817164,22.98447403796632
0.0019719012815006,25.56864442659552
0.0019803062713802,25.25139699537581
0.0019755833667748,21.608372737838483
0.0020986172836821,22.918460090121016
0.0021296985721112,21.96207840863066
0.0024645882150602,24.344657125951368
0.0022672435257169,26.175123576408563
0.0023597195441338,23.761420372271843
0.0020770095670054,22.680505252121225
0.002677962065773,24.693862669543083
0.002503841251582,24.133994850453973
0.002562918064608,24.16829699857733
0.0027221425269007,24.350629949609644
0.0026079608300339,25.252694574919328
0.0028831707947039,24.051853631926495
0.0027538530421558,23.87867261728369
0.0036388878598494,23.25519488139245
0.0029708846625031,23.049586706361666
0.0030428035840955,23.337775505085432
0.0026848600749551,23.673677321025476
0.0031489000594981,21.839063489044754
0.0031991451933093,23.359596207228787
0.0032649866055668,23.749638814044733
0.0030597496503475,25.723203646535893
0.003431337129557,24.792229033658018
0.0032376040996418,25.32883340332283
0.0038246362811368,24.24931260048921
0.0036534878061245,26.05743320111944
0.0035186431485293,24.27140926683541
0.0036002505435146,23.199507509267875
0.0037238351190451,22.447172702397708
0.0037565902348074,25.45246578233911
0.0039226103436933,24.850626347545315
0.0039296919995574,25.166243805841784
0.0039797970321382,24.758834663779957
0.0036938123456136,23.86979796324452
0.0041834295168323,24.974643932793
0.0042038627810993,24.792054690106827
0.00401919678987,25.02133444141768
0.0042465948351391,22.68289905061967
0.004254014032238,24.198257338181087
0.0045834144068404,22.93980618198156
0.004688789036709,25.27620681559191
0.0046841802071059,25.111218090397426
0.0046822878203888,23.64893955279804
0.0047090500628957,22.206747796409125
0.004605884935476,23.42486816092479
0.0047308899884489,23.8228087679448
0.0048816070833028,23.4403152315597
0.0048474133504716,22.959843684656395
0.0049640257002514,23.11656349351149
0.0050802674281813,25.40044470581983
0.0052511011520612,23.966943477549908
0.0052929775835148,26.706365854850084
0.0052164500228175,23.5371611620733
0.0054559443203541,24.357150152890934
0.005328458135155,24.794476548927925
0.0055708339197001,23.06691101585807
0.0054754861611281,23.02035953134346
0.0055493612079039,24.11296060208276
0.0060024463236497,24.17106769823644
0.0056453130764205,25.119178085592967
0.0057442278619711,23.87891698826048
0.0058744835992896,26.22576697851085
0.0058901954450258,24.64899184438873
0.0059208739602301,22.425351758575516
0.0060076323251207,23.29184804293587
0.0060901013529159,22.807042119332007
0.0060282412918526,22.806230783489116
0.0062030306143048,24.977269911868845
0.0062100346327804,25.50921552813801
0.0063333660488955,23.537917215807383
0.0064452177188846,23.34912168190977
0.0067270464078181,24.53927126503192
0.0064362624182589,23.697219766664105
0.0063818688416283,25.287626974280435
0.0064887538543957,21.7095053404088
0.0068971304125184,24.15398248512192
0.0068643946386115,23.039474083522062
0.0069140908836372,22.40399313171856
0.0066384289802787,23.914566521205128
0.0069331922784442,24.85633029528461
0.0069692410179451,25.48849780043045
0.0072102187786419,22.889656788124046
0.0067303901842591,24.4000349694837
0.0071749615439712,24.190791106464488
0.0071727203498113,24.61229259721739
0.0070193538780089,22.17661593339305
0.0073611138577097,25.212718212031817
0.0074426395453321,25.28014101476292
0.0073851665659347,24.47216419037304
0.0075144428919449,23.57193799795197
0.0075528870821262,24.7250092353438
0.0076023004570345,25.024146432263567
0.0073401007960001,24.75201958464041
0.0078951408931841,23.283071784474497
0.0078175972802808,24.767669137838805
0.0078857521372997,25.988924348948125
0.0079570859521322,23.507999928692023
0.0080845208084405,23.543092224387586
0.0081592170934019,25.94562559896421
0.008176812804605,24.408703042991814
0.0082737640991443,24.3628419826656
0.0082071849254129,25.771268816390577
0.0082769018264462,25.40042727794541
0.008381710473645,27.15524504111121
0.0084373327593547,23.318612994440564
0.0084597476571973,23.71877990098522
0.008374905583924,22.985917759312223
0.0087138572376481,25.50932765964128
0.0087500390205763,24.01830447393733
0.0087074305236241,24.54081259356161
0.0085365808458622,25.46054301587825
0.0088046723368237,24.029199229254164
0.0089226944810291,22.789726096764166
0.0089955774764889,23.55820769129637
0.0089672519738323,25.43880926211517
0.0092326454580127,24.237112518111235
0.0091811089036351,22.75077788822234
0.0091654377483773,23.7780784603873
0.0093686485854391,25.01358505105999
0.0094176443838008,26.04456987483548
0.0093860302835697,24.66560202615607
0.0095199788672402,23.403020111449216
0.0095025390263579,23.083725984603063
0.0095989846985879,23.17953936009566
0.0097165735411648,23.410215150344204
0.009963598821101,25.305475201623207
0.0097237839765078,25.977342416460683
0.0099979332012986,24.83923042399379
0.0099105729931717,23.328902081509515
0.0100138205430339,23.69612132480566
0.0101068712921159,26.201176624429223
0.0100384388402149,25.19449300717232
0.009622625880187,23.821887141173946
0.0101474536585243,25.52981247040792
0.010034430414277,23.968806967056533
0.0103369609680893,26.517298238109163
0.0104375811408865,24.05162009859048
0.0102617202167047,26.49357554338057
0.010458717980199,26.20924116686709
0.0104459652286036,26.133782489915
0.0105973451043433,25.941093927984618
0.0107557361481869,23.279603946103087
0.0107890640400424,23.850147044004093
0.0109565420774026,25.32775996798394
0.0109313265707574,22.934825204740093
0.0110027853944185,27.1531606385448
0.0110454739158013,26.613905269155268
0.0111768346042512,23.23311154827532
0.0112382737824791,25.77782598690297
0.0112841864149196,24.58158205284476
0.0111325851075176,22.7881735553926
0.0113409235447336,24.02130377103636
0.0116104927139725,22.10257311385474
0.0114758236225985,28.14975037748468
0.0115804821654038,24.301305889365917
0.0116250798827588,24.2295211605364
0.0117211989429235,23.78886917274488
0.0117504197420811,23.03620790162198
0.0114933537565579,25.50719778836362
0.0118845838870367,23.782867849001768
0.0117966367380837,27.743806287459343
0.0120463439992938,23.817118250334417
0.0118004667691736,25.5070837420486
0.0118309340156829,24.684592532583878
0.012157765192871,23.011809019259253
0.012225599491768,26.403429477175315
0.0126314804915383,22.7443424045902
0.0122433683291858,24.17237307393355
0.0123708142757366,25.37080144552071
0.0123523970042279,25.03680142599223
0.0125772455037397,24.566955154570252
0.0125913197076838,23.502616457721587
0.0125111139202909,25.398013879608367
0.0126486408266243,24.64449731023742
0.0127578736848094,23.77392358810898
0.0127482323472451,23.854234670052264
0.0128727574563584,24.8252387786622
0.0129906963745061,24.642615260757584
0.0129669776792185,25.281487810534077
0.0131269269571266,23.576983333109897
0.0130674199476301,24.61647657059359
0.0130393242458623,26.29237189347712
0.0131349527200492,24.922396104671645
0.0131253329079855,24.93585201012141
0.0131720458133426,25.41078335634409
0.0134839544212776,25.33505081582785
0.0135782654497661,25.133618031460408
0.0137820673758519,24.85762321438546
0.0135733857665794,25.876472083756497
0.0136067567555418,24.042086370004284
0.0138055580070664,24.120191458887177
0.0138736514935632,24.170946640559016
0.0136521050699217,24.815331904317866
0.0140441853045601,25.42658379096087
0.0140781479408288,24.300573237644706
0.014081758577334,25.43764051821421
0.0142153613372865,23.59465987370178
0.0141550756432154,24.66383972208975
0.0143689210792106,23.84557082004543
0.0146990669811536,24.16064572716463
0.014487583877521,22.989405299001948
0.0144019413470208,23.154130497508117
0.0144923337851945,25.64502421244215
0.0144000765908744,24.605109068187904
0.0145340757668336,26.50899089795081
0.0146545076165153,24.295891950212432
0.0148279971493979,23.67301871518621
0.0146821970183857,26.37172304508822
0.0149230923528412,25.034889797529356
0.0149665624177377,24.20747607265525
0.0149475247187848,24.97021971085584
0.0149708183586432,24.513513645983807
0.0150658088799244,22.59702399147247
0.015186489890602,26.61649404675795
0.0154251983245473,25.273770955806736
0.015377838232482,24.754881148519893
0.0153966937740561,25.064778234287125
0.0151627455765353,25.38028314116262
0.0154615737433734,25.58339205191816
0.0156866537892081,24.879624823322317
0.0155455874330573,24.507748439981818
0.0158748813685912,25.93971831915708
0.015781415875261,24.649549044484843
0.0159974475425261,23.090096657188784
0.0160584990128584,23.81010899156298
0.0159664366103837,24.70449662339927
0.0158031565254185,24.35354883456501
0.0161279952527105,22.84075780484344
0.0161489396430562,23.89765237515672
0.0162375506369099,24.93781621077897
0.0161924034948323,23.547407260921595
0.016376268573652,24.93657029826483
0.016329941165853,26.85617581684746
0.0164679400849062,24.917085254250036
0.0166937827066686,24.58855246842592
0.0166715714254093,23.929646399510123
0.0166399906136509,23.495485279433897
0.0166435917181986,22.709657064441696
0.0167889589847395,23.67962461560472
0.016724446007673,24.9146024518524
0.0168923955675769,22.123556399641437
0.0168967508799472,23.730266933890466
0.0170675587281471,25.04807095225918
0.0170946658012835,23.711700283066165
0.0171924803362206,25.125791708714228
0.0171712009399813,24.02635552054401
0.0172451339658357,24.188113154779
0.0172806399038756,24.742933409140385
0.017445266423823,26.083000381439938
